Category,Manufacturer,Plant,Product,Description,"Declared 
Unit",gwp.a1a2a3_mean,"GWP 
Uncertainty","Comparison 
GWP","EPD 
Link",Expiry,PCR,"PCR 
Link",source,geography,e.open_xpd_uuid,label
Masonry >> Concrete Unit Masonry,Angelus Block,Angelus Block Tuxford Plant,Lightweight High Stress Concrete Masonry Units,"Lightweight High Stress Concrete Masonry Units:                     Declared Unit: 1 m3 of concrete formed into
  Angelus Lightweight CMU are made with ASTM C33 and C331             manufactured concrete masonry product (CMU)
  aggregates. Available in 4, 6, and 8-inch heights, and widths
  from veneers to 16-inch wide structural, in Precision, Shotblast,    Global Warming Potential (kg CO2-eq)                                 317
  and Split Face textures. Dimensional properties as defined in        Acidification Potential (kg SO2-eq)                                  0.89
  ASTM C90.
                                                                       Eutrophication Potential (kg N-eq)                                   0.22
                                                                       Smog Creation Potential (kg O3-eq)                                   19.5
                                                                       Ozone Depletion Potential (kg CFC-11-eq)                      3.22E-6",1 m3,317,0.208326667,371.0660981,cqd.io/e/ec3zu7xur0,12/21/2026,UL: Part B: Concrete Masonry and Segmental Concrete Paving Product EPD Requirements,cqd.io/p/ec3gmw51rc,Product EPDs,US,,Angelus Block | Angelus Block Tuxford Plant | Lightweight High Stress Concrete Masonry Units
Masonry >> Concrete Unit Masonry,Angelus Block,Angelus Block Oxnard Plant,Lightweight Concrete Masonry Units,"Lightweight Concrete Masonry Units:                                 Declared Unit: 1 m3 of concrete formed into
  Angelus Lightweight CMU are made with ASTM C33 and C331             manufactured concrete masonry product (CMU)
  aggregates. Available in 4, 6, and 8-inch heights, and widths
  from veneers to 16-inch wide structural, in Precision, Shotblast,    Global Warming Potential (kg CO2-eq)                                 279
  and Split Face textures. Dimensional properties as defined in        Acidification Potential (kg SO2-eq)                                  0.82
  ASTM C90.
                                                                       Eutrophication Potential (kg N-eq)                                   0.17
                                                                       Smog Creation Potential (kg O3-eq)                                   19.4
                                                                       Ozone Depletion Potential (kg CFC-11-eq)                      2.52E-6",1 m3,279,0.208326667,326.5849886,cqd.io/e/ec3pn42jpb,12/21/2026,UL: Part B: Concrete Masonry and Segmental Concrete Paving Product EPD Requirements,cqd.io/p/ec3gmw51rc,Product EPDs,US,,Angelus Block | Angelus Block Oxnard Plant | Lightweight Concrete Masonry Units
Masonry >> Concrete Unit Masonry,Angelus Block,Angelus Block Orange Plant,Lightweight High Stress Concrete Masonry Units,"Lightweight High Stress Concrete Masonry Units:                     Declared Unit: 1 m3 of concrete formed into
  Angelus Lightweight CMU are made with ASTM C33 and C331             manufactured concrete masonry product (CMU)
  aggregates. Available in 4, 6, and 8-inch heights, and widths
  from veneers to 16-inch wide structural, in Precision, Shotblast,    Global Warming Potential (kg CO2-eq)                                 333
  and Split Face textures. Dimensional properties as defined in        Acidification Potential (kg SO2-eq)                                  1.02
  ASTM C90.
                                                                       Eutrophication Potential (kg N-eq)                                   0.19
                                                                       Smog Creation Potential (kg O3-eq)                                   25.3
                                                                       Ozone Depletion Potential (kg CFC-11-eq)                      3.91E-6",1 m3,333,0.208326667,389.7949864,cqd.io/e/ec3y342748,5/4/2026,UL: Part B: Concrete Masonry and Segmental Concrete Paving Product EPD Requirements,cqd.io/p/ec3gmw51rc,Product EPDs,US,,Angelus Block | Angelus Block Orange Plant | Lightweight High Stress Concrete Masonry Units
Masonry >> Concrete Unit Masonry,Angelus Block,Angelus Block Orange Plant,Lightweight Concrete Masonry Units,"Lightweight Concrete Masonry Units:                                 Declared Unit: 1 m3 of concrete formed into
  Angelus Lightweight CMU are made with ASTM C33 and C331             manufactured concrete masonry product (CMU)
  aggregates. Available in 4, 6, and 8-inch heights, and widths
  from veneers to 16-inch wide structural, in Precision, Shotblast,    Global Warming Potential (kg CO2-eq)                                 291
  and Split Face textures. Dimensional properties as defined in        Acidification Potential (kg SO2-eq)                                  0.96
  ASTM C90.
                                                                       Eutrophication Potential (kg N-eq)                                   0.19
                                                                       Smog Creation Potential (kg O3-eq)                                   23.5
                                                                       Ozone Depletion Potential (kg CFC-11-eq)                      3.64E-6",1 m3,291,0.208326667,340.6316548,cqd.io/e/ec3zedjq02,5/4/2026,UL: Part B: Concrete Masonry and Segmental Concrete Paving Product EPD Requirements,cqd.io/p/ec3gmw51rc,Product EPDs,US,,Angelus Block | Angelus Block Orange Plant | Lightweight Concrete Masonry Units
Masonry >> Concrete Unit Masonry,Angelus Block,Angelus Block Gardena Plant,Lightweight Concrete Masonry Units,"Lightweight Concrete Masonry Units:                                 Declared Unit: 1 m3 of concrete formed into
  Angelus Lightweight CMU are made with ASTM C33 and C331             manufactured concrete masonry product (CMU)
  aggregates. Available in 4, 6, and 8-inch heights, and widths
  from veneers to 16-inch wide structural, in Precision, Shotblast,    Global Warming Potential (kg CO2-eq)                                 310
  and Split Face textures. Dimensional properties as defined in        Acidification Potential (kg SO2-eq)                                  1.01
  ASTM C90.
                                                                       Eutrophication Potential (kg N-eq)                                   0.17
                                                                       Smog Creation Potential (kg O3-eq)                                   25.4
                                                                       Ozone Depletion Potential (kg CFC-11-eq)                      3.52E-6",1 m3,310,0.208326667,362.8722095,cqd.io/e/ec3j69za44,5/4/2026,UL: Part B: Concrete Masonry and Segmental Concrete Paving Product EPD Requirements,cqd.io/p/ec3gmw51rc,Product EPDs,US,,Angelus Block | Angelus Block Gardena Plant | Lightweight Concrete Masonry Units
Masonry >> Concrete Unit Masonry,Angelus Block,Angelus Block Gardena Plant,Lightweight High Stress Concrete Masonry Units,"Lightweight High Stress Concrete Masonry Units:                     Declared Unit: 1 m3 of concrete formed into
  Angelus Lightweight CMU are made with ASTM C33 and C331             manufactured concrete masonry product (CMU)
  aggregates. Available in 4, 6, and 8-inch heights, and widths
  from veneers to 16-inch wide structural, in Precision, Shotblast,    Global Warming Potential (kg CO2-eq)                                 337
  and Split Face textures. Dimensional properties as defined in        Acidification Potential (kg SO2-eq)                                  1.05
  ASTM C90.
                                                                       Eutrophication Potential (kg N-eq)                                   0.18
                                                                       Smog Creation Potential (kg O3-eq)                                   26.5
                                                                       Ozone Depletion Potential (kg CFC-11-eq)                      3.70E-6",1 m3,337,0.208326667,394.4772084,cqd.io/e/ec359xd4n5,5/4/2026,UL: Part B: Concrete Masonry and Segmental Concrete Paving Product EPD Requirements,cqd.io/p/ec3gmw51rc,Product EPDs,US,,Angelus Block | Angelus Block Gardena Plant | Lightweight High Stress Concrete Masonry Units
Masonry >> Concrete Unit Masonry,Quinn Building Products,Quinn Blocks,Quinn-lite Super (B7),"These light weight and high insulating value blocks are used to improve thermal performance of buildings. They are designed for use in external walls, rising foundation walls, internal partition walls and party walls between dwellings",1 m3,597.36,0.210475652,700.2785398,cqd.io/e/ec3ncyu26m,3/15/2023,EPD Ireland: Product Category Rules: Part A Implementation and use of IS 15804:2012 and CEN TR 16970 in Ireland for the development of Environmental Product Declarations,cqd.io/p/ec337qe2ku,Product EPDs,Unknown,,Quinn Building Products | Quinn Blocks | Quinn-lite Super (B7)
Masonry >> Concrete Unit Masonry,Quinn Building Products,Quinn Blocks,Quinn-lite Super (B5),"These light weight and high insulating value blocks are used to improve thermal performance of buildings. They are designed for use in external walls, rising foundation walls, internal partition walls and party walls between dwellings",1 m3,264.55,0.210475652,310.1290473,cqd.io/e/ec3337pur4,3/15/2023,EPD Ireland: Product Category Rules: Part A Implementation and use of IS 15804:2012 and CEN TR 16970 in Ireland for the development of Environmental Product Declarations,cqd.io/p/ec337qe2ku,Product EPDs,Unknown,,Quinn Building Products | Quinn Blocks | Quinn-lite Super (B5)
Masonry >> Concrete Unit Masonry,Quinn Building Products,Quinn Blocks,Quinn-lite Super (B3),"These light weight and high insulating value blocks are used to improve thermal performance of buildings. They are designed for use in external walls, rising foundation walls, internal partition walls and party walls between dwellings",1 m3,212.64,0.210475652,249.2755268,cqd.io/e/ec374kc5ey,3/15/2023,EPD Ireland: Product Category Rules: Part A Implementation and use of IS 15804:2012 and CEN TR 16970 in Ireland for the development of Environmental Product Declarations,cqd.io/p/ec337qe2ku,Product EPDs,Unknown,,Quinn Building Products | Quinn Blocks | Quinn-lite Super (B3)
Masonry >> Concrete Unit Masonry,BASALITE CONCRETE PRODUCTS,Boise,Mix 500-LW,"#500 - LIGHTWEIGHT: A lightweight structural Basalite CMU with locally sourced heavy aggregates. Sizes, shapes and colors are available for architectural, structural, veneer and site walls. Minimum compressive strength 2000 PSI. This product is manufactured with recycled concrete.",1 m3,527,0.208326667,616.8827562,cqd.io/e/ec31k0r494,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,BASALITE CONCRETE PRODUCTS | Boise | Mix 500-LW
Masonry >> Concrete Unit Masonry,Permacon,Unspecified Permacon Plant(s),Lightweight Blocks with Glass Powder,Concrete blocks are defined in ASTM C1232 as manufactured masonry units made of concrete in which the binder is a  combination of water and cementitious materials. Lightweight blocks are loadbearing units. Physical properties are in compliance with the requirements of the CSAA165.1-04 Concrete block masonry units standard and present a compressive strength of 22 MPa after 28 days. LW  blocks exist in various dimensions.  Their length is equal to  390  mm and they can be  90  or  190  mm high.  Width varies between  40  mm and  290  mm.  They might  be100%  solid or include empty space (hollow block). They are only available in grey color.,1 m3,480,0.288790582,593.1741064,cqd.io/e/ec3zxts0nr,11/28/2022,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,Unknown,,Permacon | Unspecified Permacon Plant(s) | Lightweight Blocks with Glass Powder
Masonry >> Concrete Unit Masonry,BASALITE CONCRETE PRODUCTS,Dixon,Mix 225-LW-UHS,Ultra high strength lightweight CMU made with lightweight aggregates (lessthan 105 pcf).,1 m3,504,0.208326667,589.9599794,cqd.io/e/ec3dkea9w3,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,BASALITE CONCRETE PRODUCTS | Dixon | Mix 225-LW-UHS
Masonry >> Concrete Unit Masonry,BASALITE CONCRETE PRODUCTS,Carson City,Mix LW-HS,A lightweight Basalite CMU with a natural pozzolan cementitious supplementand locally sourced aggregates.,1 m3,355,0.208326667,415.5472077,cqd.io/e/ec3ywzyutq,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,BASALITE CONCRETE PRODUCTS | Carson City | Mix LW-HS
Masonry >> Concrete Unit Masonry,BASALITE CONCRETE PRODUCTS,Carson City,Mix LW-UHS,"lightweight CMU with a natural pozzolan cementitious supplementand locally sourced aggregates. Sizes, shapes and colors are available forarchitectural, structural and veneer.",1 m3,370,0.208326667,433.1055404,cqd.io/e/ec308mgmq7,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,BASALITE CONCRETE PRODUCTS | Carson City | Mix LW-UHS
Masonry >> Concrete Unit Masonry,BASALITE CONCRETE PRODUCTS,Selma,Mix 2211-SF-LW-P,A split face structural lightweight Basalite CMU with heavy aggregates locally sourced,1 m3,473,0.208326667,553.6727584,cqd.io/e/ec3kr3ha7z,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,BASALITE CONCRETE PRODUCTS | Selma | Mix 2211-SF-LW-P
Masonry >> Concrete Unit Masonry,BASALITE CONCRETE PRODUCTS,Dixon,Mix 225-LW-HS,High Strength lightweight CMU made with lightweight aggregates(less than105 pcf),1 m3,442,0.208326667,517.3855375,cqd.io/e/ec3187f1n8,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,BASALITE CONCRETE PRODUCTS | Dixon | Mix 225-LW-HS
Masonry >> Concrete Unit Masonry,BASALITE CONCRETE PRODUCTS,Carson City,Mix LW,"Lightweight block: A lightweight Basalite CMU with a natural pozzolan cementitious supplement and locally sourced aggregates. Sizes, shapes and colors are available for architectural, structural, veneer and site walls. Minimum compressive strength 1900 PSI.",1 m3,310,0.208326667,362.8722095,cqd.io/e/ec30cg5gfz,9/14/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,BASALITE CONCRETE PRODUCTS | Carson City | Mix LW
Masonry >> Concrete Unit Masonry,BASALITE CONCRETE PRODUCTS,Dixon,Mix 825-LW-UHS,"825LUHS - Lightweight Ultra High Strength: Structural lightweight CMU made with lightweight aggregates (less than 105 pcf). Sizes, shapes and colors are available for architectural, structural, veneer and site walls. Minimum compressive strength, 3,750 psi.",1 m3,460,0.288790582,568.4585186,cqd.io/e/ec37w156zd,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,BASALITE CONCRETE PRODUCTS | Dixon | Mix 825-LW-UHS
Masonry >> Concrete Unit Masonry,BASALITE CONCRETE PRODUCTS,Dixon,Mix 825-LW,"825L - Lightweight: Structural lightweight CMU made with lightweight aggregates (less than 105 pcf). Minimum compressive strength, 2,000 psi.",1 m3,358,0.288790582,442.409021,cqd.io/e/ec327xa4g2,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,BASALITE CONCRETE PRODUCTS | Dixon | Mix 825-LW
Masonry >> Concrete Unit Masonry,BASALITE CONCRETE PRODUCTS,Selma,Mix 221-LW,"221 LIGHTWEIGHT: A structural lightweight Basalite CMU with heavy aggregates locally sourced. Sizes, shapes and colors are available for architectural, structural, veneer and site walls. Minimum compressive strength 2000 PSI. This product is manufactured with recycled concrete.",1 m3,460,0.288790582,568.4585186,cqd.io/e/ec3cbja4m1,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,BASALITE CONCRETE PRODUCTS | Selma | Mix 221-LW
Masonry >> Concrete Unit Masonry,BASALITE CONCRETE PRODUCTS,Denver,Mix 700-LW-HS,"700 HS - Lightweight High Strength: A high strength structural lightweight Basalite CMU with locally sourced heavy aggregates. Sizes, shapes and colors are available for architectural, structural, veneer and site walls. Minimum compressive strength 3500 PSI. This product incorporates recycled fly ash.",1 m3,391,0.288790582,483.1897408,cqd.io/e/ec3aprg354,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,BASALITE CONCRETE PRODUCTS | Denver | Mix 700-LW-HS
Masonry >> Concrete Unit Masonry,BASALITE CONCRETE PRODUCTS,Selma,Mix 2011-SF-LW,"2011 SPLIT FACE LIGHTWEIGHT EXP. SHALE: An architectural split face structural lightweight Basalite CMU with heavy aggregates locally sourced. Sizes, shapes and colors are available for architectural, structural, veneer and site walls. Minimum compressive strength 2000 PSI.",1 m3,635,0.288790582,784.7199115,cqd.io/e/ec3ywg9t57,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,BASALITE CONCRETE PRODUCTS | Selma | Mix 2011-SF-LW
Masonry >> Concrete Unit Masonry,BASALITE CONCRETE PRODUCTS,Dupont,Mix LW,"Lightweight: A structural lightweight Basalite CMU containing recycled blast furnace slag cement supplement. Sizes, shapes and colors are available for architectural, structural, veneer and site walls. Minimum compressive strength 2500 PSI. This product is manufactured with locally sourced heavy aggregates.",1 m3,610,0.288790582,753.8254268,cqd.io/e/ec3rsbyxpz,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,BASALITE CONCRETE PRODUCTS | Dupont | Mix LW
Masonry >> Concrete Unit Masonry,BASALITE CONCRETE PRODUCTS,Denver,Mix 530-LW-HS,"530 HS - Lightweight High Strength : A high strength structural lightweight Basalite CMU with locally sourced heavy aggregates. Sizes, shapes and colors are available for architectural, structural, veneer and site walls. Minimum compressive strength 4000 PSI. This product incorporates recycled fly ash.",1 m3,528,0.288790582,652.491517,cqd.io/e/ec385sh8n8,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,BASALITE CONCRETE PRODUCTS | Denver | Mix 530-LW-HS
Masonry >> Concrete Unit Masonry,BASALITE CONCRETE PRODUCTS,Denver,Mix 600-LW-HS,"600 HS - Lightweight High Strength: A high strength structural lightweight Basalite CMU with locally sourced heavy aggregates. Sizes, shapes and colors are available for architectural, structural, veneer and site walls. Minimum compressive strength 5500 PSI. This product incorporates recycled fly ash.",1 m3,508,0.288790582,627.7759292,cqd.io/e/ec3tqptsh8,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,BASALITE CONCRETE PRODUCTS | Denver | Mix 600-LW-HS
Masonry >> Concrete Unit Masonry,BASALITE CONCRETE PRODUCTS,Denver,Mix 600-LW,"600 Mix: A structural lightweight Basalite CMU with heavy aggregates locally sourced. Sizes, shapes and colors are available for architectural, structural, veneer and site walls. Minimum compressive strength 5000 PSI. This product incorporates recycled fly ash.",1 m3,447,0.288790582,552.3933865,cqd.io/e/ec3s4e7nau,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,BASALITE CONCRETE PRODUCTS | Denver | Mix 600-LW
Masonry >> Concrete Unit Masonry,BASALITE CONCRETE PRODUCTS,Denver,Mix 700-LW,"700 - Lightweight : A structural lightweight Basalite CMU with heavy aggregates locally sourced. Sizes, shapes and colors are available for architectural, structural, veneer and site walls. Minimum compressive strength 2600 PSI. This product incorporates recycled fly ash.",1 m3,331,0.288790582,409.0429775,cqd.io/e/ec3ytdr0ha,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,BASALITE CONCRETE PRODUCTS | Denver | Mix 700-LW
Masonry >> Concrete Unit Masonry,BASALITE CONCRETE PRODUCTS,Denver,Mix 530-LW,"530 - Lightweight : A structural lightweight Basalite CMU with heavy aggregates locally sourced. Sizes, shapes and colors are available for architectural, structural, veneer and site walls. Minimum compressive strength 3000 PSI. This product incorporates recycled fly ash.",1 m3,501,0.288790582,619.1254735,cqd.io/e/ec3ux0s8n2,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,BASALITE CONCRETE PRODUCTS | Denver | Mix 530-LW
Masonry >> Concrete Unit Masonry,BASALITE CONCRETE PRODUCTS,Boise,Mix 500-LW-HS,"#500 - LIGHTWEIGHT High Strenth: A high strength lightweight structural Basalite CMU with locally sourced heavy aggregates. Sizes, shapes and colors are available for architectural, structural, veneer and site walls. Minimum compressive strength 2800 PSI. This product is manufactured with recycled concrete.",1 m3,590,0.208326667,690.6277536,cqd.io/e/ec3mk19mu8,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,BASALITE CONCRETE PRODUCTS | Boise | Mix 500-LW-HS
Masonry >> Concrete Unit Masonry,ORCO BLOCK & HARDSCAPE,Riverside,Mix LW,ENVIRONMENTAL IMPACTS,1 m3,523,0.208326667,612.2005342,cqd.io/e/ec3urymhc9,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,ORCO BLOCK & HARDSCAPE | Riverside | Mix LW
Masonry >> Concrete Unit Masonry,ORCO BLOCK & HARDSCAPE,Riverside,Mix LW-HS,ENVIRONMENTAL IMPACTS,1 m3,594,0.208326667,695.3099757,cqd.io/e/ec3exu1qxz,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,ORCO BLOCK & HARDSCAPE | Riverside | Mix LW-HS
