providers_electricity,providers_heat,providers_slab_steel,providers_iron_forEAF,providers_iron_forBOF,providers_naturalgas,providers_coal,"fabrication, hollow section wf","fabrication, hollow section elec","hot rolling, slab elec","steel production, EAF scrap_pct","steel production, EAF wf","steel production, EAF kWh_EAF","steel production, BOF scrap_pct","steel production, BOF wf","iron production, blast furnace co2_kg",gwp,ap,ep,odp,pocp
Electricity; at grid; generation mix - Florida Power & Light Co.,"heat generation, natural gas","steel production, BOF","iron production, direct reduction, other","iron production, blast furnace",natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",0.0761534458694732,0.07560553206988689,0.04218842665387881,0.9655488367212595,0.02773808189568789,0.5298156115341249,0.15841924648207725,0.10222614810840311,0.9761015644476111,2.2988,0.007017824354727937,0.003740718634803125,6.987428248182832e-08,0.11611443343602243
"Electricity; at grid; generation mix - Electric Reliability Council of Texas, Inc.","heat generation, natural gas","steel production, BOF","iron production, blast furnace","iron production, blast furnace",natural gas extraction and processing - Appalachian,"coal extraction and processing - Southern Appalachia, BIT, Underground",0.06824565154956859,0.07760659379440496,0.0376669088148308,0.9718704730256748,0.0459237264567177,0.5695492853840234,0.14778383348412136,0.135387642030853,0.983702808696866,2.5821,0.007577202035255459,0.003771369237525215,7.408494824904064e-08,0.12496834969948431
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace","iron production, blast furnace",natural gas extraction and processing - Anadarko,"coal extraction and processing - West/Northwest, BIT, Surface",0.06423093883181814,0.07547286424837871,0.04270986258101121,0.9760918643704017,0.015645015136588072,0.4944863874707104,0.14571722633042514,0.08092784947612705,0.902673343887292,1.1386,0.0030469743953649587,0.0011596024871194813,2.7906039918177707e-08,0.06569466295804761
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, BOF","iron production, blast furnace","iron production, blast furnace",natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, LIG, Surface",0.0895754917754297,0.0769329242176268,0.043452995856317844,0.9636785806962415,0.03171360553471213,0.470123325557524,0.14290185267024716,0.07682134113783198,0.8636549688865364,2.1198,0.007182147499541692,0.003773788965289991,7.281567986464671e-08,0.11414161343162446
Electricity; at grid; generation mix - Florida Power & Light Co.,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other","iron production, blast furnace",natural gas extraction and processing - Permian,"coal extraction and processing - Illinois Basin, BIT, Processing",0.05879617020581007,0.07552725454275157,0.04190801011932935,0.9459661774134679,0.029482413418258913,0.5450619260382995,0.14367549584462586,0.08228316347033698,0.9237376335975463,0.9928,0.0026792890279916898,0.0011589284695931452,2.0610851364173276e-08,0.07103884924670345
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other","iron production, blast furnace",natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, BIT, Processing",0.07162796777407074,0.07517546641156041,0.0427509280043643,0.9447900495185917,0.04366126117499499,0.5526328460764753,0.14472804752886873,0.0879020367808474,0.7923458108370629,1.1344,0.0029866632553221246,0.0011714746252644414,2.7938048989320255e-08,0.0642859849359426
Electricity; at grid; generation mix - Western Area Power Administration - Upper Great Plains West,"heat generation, natural gas","steel production, BOF","iron production, direct reduction, ENERGIRON","iron production, blast furnace",natural gas extraction and processing - East Texas,"coal extraction and processing - Import, SUB, Surface",0.08165571803952919,0.07579570463115937,0.04117751931729877,0.9412979266726058,0.023557639487090214,0.4835928602454353,0.1461601200703654,0.10209422809820357,0.8900724142126207,1.9163,0.0066944945193178704,0.0037414882025484904,7.022483803314244e-08,0.10611695140762983
Electricity; at grid; generation mix - Duke Energy Progress East,"heat generation, natural gas","steel production, EAF","iron production, blast furnace","iron production, blast furnace",natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Surface",0.06562451537477672,0.07607472406194535,0.03862978719202224,0.9852172282695087,0.021597368316016587,0.6631632201149982,0.1471045428227592,0.10507244503200112,0.8351411162868922,1.0596,0.0028023399154038127,0.0011566960021256105,2.9405063414249465e-08,0.06482887947558391
Electricity; at grid; generation mix - Bonneville Power Administration,"heat generation, natural gas","steel production, EAF","iron production, blast furnace","iron production, blast furnace",natural gas extraction and processing - Green River,"coal extraction and processing - Northern Appalachia, BIT, Surface",0.05682892396752402,0.07499281967416133,0.04272531726413836,0.9495004760086466,0.025675343272876183,0.5780134599041888,0.14474699155954338,0.08308959137104595,1.0555380303576238,0.7733,0.0023126090759163862,0.0011488314720540427,2.480206643548555e-08,0.05424067540937164
Electricity; at grid; generation mix - Florida Power & Light Co.,"heat generation, natural gas","steel production, EAF","iron production, blast furnace","iron production, blast furnace",natural gas extraction and processing - Gulf,"coal extraction and processing - Northern Appalachia, BIT, Surface",0.050353678348490125,0.07634612156746177,0.03585832388602356,0.9793627390278834,0.012284228665403027,0.49302748010191777,0.1447709658943772,0.05778678759634373,0.9645437418480085,1.0432,0.0033131523508074874,0.0011843398892414678,2.0815011554644286e-08,0.09279322015000536
Electricity; at grid; generation mix - Bonneville Power Administration,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other","iron production, blast furnace",natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, SUB, Underground",0.07217760160675014,0.07568609727533693,0.038744549402327265,0.9557737069454321,0.019581575266617822,0.6427831434852295,0.15652100392273252,0.14954656604084546,1.0362826822056732,0.7092,0.00212245379277532,0.001134367728016984,2.3210380546564304e-08,0.05225775971468237
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace","iron production, blast furnace",natural gas extraction and processing - Green River,"coal extraction and processing - Gulf Lignite, LIG, Surface",0.05878184088550106,0.07720131876630174,0.04005093970352855,0.9329770659854204,0.04170947466673616,0.5577210393964193,0.14778281200872956,0.06993362484670784,0.8522933103036443,1.2203,0.003292578360084095,0.0012054598601603937,3.0536899302895496e-08,0.06820563256250846
Electricity; at grid; generation mix - South Carolina Public Service Authority,"heat generation, natural gas","steel production, BOF","iron production, blast furnace","iron production, blast furnace",natural gas extraction and processing - Green River,"coal extraction and processing - Illinois Basin, BIT, Surface",0.06400682347756353,0.07434214129732455,0.04319924363232679,0.9300771027158252,0.04604315796888437,0.6569541213441548,0.1408989834114813,0.07658120865446796,0.8901945694395588,2.2474,0.0070249097730431375,0.0036870487156032356,7.584637004980218e-08,0.11284013928242545
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, BOF","iron production, direct reduction, other","iron production, blast furnace",natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Underground",0.0805366624673157,0.07479229176084251,0.033712265326990974,0.9646312758962367,0.029107302468563953,0.5725313135985871,0.15515153867758164,0.056860971404716125,0.9556762402176078,2.2319,0.0069274417999491645,0.0037087323749869323,7.091310028403487e-08,0.1101453171494353
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace","iron production, blast furnace",natural gas extraction and processing - Strawn,"coal extraction and processing - Central Interior, BIT, Surface",0.06548371227367378,0.07489216085459793,0.04139692900799948,0.9513961349581173,0.03845412801139863,0.5715921808522313,0.1539549787547283,0.05829642642666954,0.9696374632524561,1.2133,0.003231634370841529,0.0011920147704826275,2.981371318256476e-08,0.0680022627245479
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, BOF","iron production, direct reduction, other","iron production, blast furnace",natural gas extraction and processing - East Texas,"coal extraction and processing - Northern Appalachia, WC, Underground",0.08356997285985046,0.07438894104405445,0.03863980458927235,0.9640919262891817,0.025482398722159287,0.57792724101323,0.1467563326174056,0.1265667176714963,0.9935076428016635,2.4404,0.007367416645842338,0.0037976533310513237,7.459571217021739e-08,0.11690236107164712
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace","iron production, blast furnace",natural gas extraction and processing - Arkla,"coal extraction and processing - Northern Appalachia, WC, Processing",0.059749811643653186,0.07634092258542308,0.037613679867162325,0.9599474665829362,0.040213955445848874,0.5443374529226632,0.14073802851152326,0.08851715975048025,0.8529448402706037,1.1783,0.0031396484840240497,0.0011740112925873794,2.8975887185519702e-08,0.0662283478248727
Electricity; at grid; generation mix - PacifiCorp East,"heat generation, natural gas","steel production, EAF","iron production, blast furnace","iron production, blast furnace",natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Underground",0.08409966560832224,0.07560920424024127,0.03324675932918073,0.9944338377161172,0.022353221343261738,0.6088617109181771,0.1501560190755317,0.10448211545137959,0.8040409451243424,1.5214,0.0036146422432621595,0.001187991021423371,4.074135766074612e-08,0.08219808934027625
Electricity; at grid; generation mix - Western Area Power Administration - Rocky Mountain Region,"heat generation, natural gas","steel production, BOF","iron production, direct reduction, ENERGIRON","iron production, blast furnace",natural gas extraction and processing - Strawn,"coal extraction and processing - Powder River Basin, SUB, Surface",0.05507099146122804,0.07496481204239011,0.03522017987753841,0.9327847049369119,0.04260622911724825,0.6321912894968051,0.14829822911418616,0.05659428469697775,0.8965125219052928,2.1752,0.006781225274319565,0.003623098083056131,7.241644261838045e-08,0.10992183204609375
Electricity; at grid; generation mix - Southwest Power Pool,"heat generation, natural gas","steel production, BOF","iron production, blast furnace","iron production, blast furnace",natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Surface",0.055062441657708905,0.07569117391621437,0.043584757448989105,0.9508830923684899,0.039742064699917326,0.5730303030201523,0.15589395389818936,0.06355708164060729,1.0227666265800348,2.1919,0.006971566441563078,0.0036738288370812846,7.221134855436054e-08,0.11094631984080801
Electricity; at grid; generation mix - Florida Power & Light Co.,"heat generation, natural gas","steel production, EAF","iron production, blast furnace","iron production, blast furnace",natural gas extraction and processing - Gulf,"coal extraction and processing - Central Interior, BIT, Surface",0.07323699286310198,0.0759933815714964,0.03434540613046324,0.9366799452306458,0.01854784138823591,0.5939355348750601,0.14692699933677655,0.1092890700195476,0.8421550694426676,1.1742,0.00374268783399992,0.0012692014120877899,2.361827921519673e-08,0.10159225761626824
"Electricity; at grid; generation mix - Southern Company Services, Inc. - Trans","heat generation, natural gas","steel production, BOF","iron production, blast furnace","iron production, blast furnace",natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, WC, Surface",0.06254655659024302,0.07482917240361105,0.038772842220309876,0.9298322689689278,0.02135671723805932,0.6326937959168948,0.1484970263397206,0.1271636593542564,0.759873489671635,2.0435,0.007135872859844057,0.003728600436857234,7.29304974193234e-08,0.1169700986074735
"Electricity; at grid; generation mix - Southern Company Services, Inc. - Trans","heat generation, natural gas","steel production, BOF","iron production, direct reduction, other","iron production, blast furnace",natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, BIT, Surface",0.05843468577185401,0.0751099980204656,0.04289585439035874,0.9639664381215322,0.0217604595924327,0.5072803006186009,0.1515424787315504,0.14323003504074328,0.7931379265298432,2.0753,0.007244073179220401,0.0037309098661806807,7.302192224901829e-08,0.11845704444465058
Electricity; at grid; generation mix - South Carolina Electric & Gas Company,"heat generation, natural gas","steel production, BOF","iron production, blast furnace","iron production, blast furnace",natural gas extraction and processing - Green River,"coal extraction and processing - Import, SUB, Surface",0.06026234802137128,0.07547531584933899,0.03353316676883205,0.9485798428714067,0.013505654740841746,0.46394412367393995,0.1499495487658567,0.11576571306420634,0.8933730384681886,2.0835,0.006923104589710674,0.0036950634804437388,7.159255644551948e-08,0.11110175496573117
Electricity; at grid; generation mix - Tennessee Valley Authority,"heat generation, natural gas","steel production, BOF","iron production, direct reduction, other","iron production, blast furnace",natural gas extraction and processing - Appalachian,"coal extraction and processing - Illinois Basin, BIT, Underground",0.05261714110303376,0.07619924954884698,0.042003216397993995,0.9662737380978929,0.01112332812601562,0.446750150629063,0.15406753481385907,0.05837855596041213,0.8450868815432607,2.0049,0.006804117357835415,0.003615203748799035,6.995945781087789e-08,0.10803148460986298
Electricity; at grid; generation mix - Southwest Power Pool,"heat generation, natural gas","steel production, BOF","iron production, direct reduction, other","iron production, blast furnace",natural gas extraction and processing - Arkla,"coal extraction and processing - Southern Appalachia, BIT, Surface",0.061445179641026956,0.07605748058694389,0.033830397515340956,0.9719308879031685,0.02448461642419989,0.45206163624768514,0.1488767749684135,0.12900444802807784,0.8199583325495843,2.1013,0.0073922018954237015,0.003727817509346922,7.565187740583522e-08,0.11734705274978967
Electricity; at grid; generation mix - Florida Power & Light Co.,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other","iron production, blast furnace",natural gas extraction and processing - Strawn,"coal extraction and processing - Central Appalachia, BIT, Processing",0.08718607377795658,0.07430010796056565,0.041471442055369234,0.9236602519712422,0.015568905979268438,0.5899909869753579,0.15856525284221568,0.07167664146798788,0.8760304756579149,1.0413,0.002802415179206915,0.0012040330456366572,2.1539332780848246e-08,0.07512411166936196
Electricity; at grid; generation mix - Western Area Power Administration - Rocky Mountain Region,"heat generation, natural gas","steel production, BOF","iron production, blast furnace","iron production, blast furnace",natural gas extraction and processing - Gulf,"coal extraction and processing - Rocky Mountain, BIT, Processing",0.0652214314343553,0.07643532299866827,0.03539754467508587,0.9270149680064195,0.036148633945147855,0.4932962019564832,0.1550752930295584,0.09206569808011059,0.9363672690110949,2.3435,0.007357531356523943,0.0037110559794409992,7.471773040356123e-08,0.12584531029611318
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace","iron production, blast furnace",natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Surface",0.07239584183538258,0.07467676183924073,0.03682632178504609,0.9470890646268763,0.02520257881437869,0.650491589802059,0.14040161024145312,0.08229178210838935,0.93722470436857,1.2689,0.003362805670231955,0.0012168657855959344,3.0806506080272274e-08,0.06990524507869988
Electricity; at grid; generation mix - Tennessee Valley Authority,"heat generation, natural gas","steel production, BOF","iron production, blast furnace","iron production, blast furnace",natural gas extraction and processing - Strawn,"coal extraction and processing - Powder River Basin, SUB, Surface",0.053777561720159996,0.07737496604007323,0.0358961000444267,0.9482336456086979,0.022339773714051797,0.5018204863406708,0.14295516583563464,0.14876197626093857,0.9997582340035912,2.232,0.0071961135003255775,0.0037135094724022174,7.358395148444185e-08,0.11403311486523048
"Electricity; at grid; generation mix - Electric Reliability Council of Texas, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace","iron production, blast furnace",natural gas extraction and processing - Gulf,"coal extraction and processing - Northern Appalachia, WC, Surface",0.07730785897573599,0.07631374322876976,0.03244990924731133,0.9593932877217213,0.04585733131669787,0.502576199283713,0.14760684165806676,0.10083475462102989,0.9693296367073688,1.3186,0.00446586501200729,0.0012718877151516909,2.939566140845807e-08,0.1117867859886534
Electricity; at grid; generation mix - New York Independent System Operator,"heat generation, natural gas","steel production, BOF","iron production, direct reduction, other","iron production, blast furnace",natural gas extraction and processing - Appalachian,"coal extraction and processing - Southern Appalachia, BIT, Underground",0.055252870533691274,0.07673884448538314,0.0365678711742594,0.9760158943751263,0.03267087199268137,0.5947355404464132,0.14323595227594715,0.11171702204680273,1.0061992449014823,2.4303,0.0069814558442907034,0.0036898097339464597,6.982431631270231e-08,0.11372118973713223
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, BOF","iron production, direct reduction, ENERGIRON","iron production, blast furnace",natural gas extraction and processing - Permian,"coal extraction and processing - Southern Appalachia, BIT, Surface",0.06413481405804475,0.07462746200583821,0.03553045051444459,0.9561990729110103,0.022398157302635967,0.5259347936952051,0.14968351898232135,0.12653777354354812,1.0522479516540513,2.3616,0.007519030184618355,0.003739313751133714,7.617835043823611e-08,0.1207939971358012
"Electricity; at grid; generation mix - Southern Company Services, Inc. - Trans","heat generation, natural gas","steel production, BOF","iron production, blast furnace","iron production, blast furnace",natural gas extraction and processing - Fort Worth,"coal extraction and processing - Rocky Mountain, BIT, Processing",0.07358586679532421,0.0772900430709946,0.037831708593814226,0.9055328458258071,0.024558321242082726,0.5107596663887723,0.14423775656427804,0.09209064491740596,0.9217497732550046,2.202,0.0070761514654415604,0.0037334718878522374,7.237261388875691e-08,0.11686215904870335
